id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
1206,species,Black-tipped Cotinga,Cotinga blanc,Passeriformes,Cotingidae,,Carpodectes,Carpodectes hopkei,Monotypic.,"","","","","",""
1207,species,Yellow-billed Cotinga,Cotinga à bec jaune,Passeriformes,Cotingidae,,Carpodectes,Carpodectes antoniae,Monotypic.,"","","","","",""
1208,species,Snowy Cotinga,Cotinga neigeux,Passeriformes,Cotingidae,,Carpodectes,Carpodectes nitidus,Monotypic.,"","","","","",""
1216,species,White-ruffed Manakin,Manakin à fraise,Passeriformes,Pipridae,,Corapipo,Corapipo altera,"","","","","","",""
1217,species,Lance-tailed Manakin,Manakin lancéolé,Passeriformes,Pipridae,,Chiroxiphia,Chiroxiphia lanceolata,Monotypic.,"","","","","",""
1218,species,Long-tailed Manakin,Manakin fastueux,Passeriformes,Pipridae,,Chiroxiphia,Chiroxiphia linearis,"","","","","","",""
10541,species,Green Manakin,Manakin vert,Passeriformes,Pipridae,,Xenopipo,Xenopipo holochlora,Formerly placed in the genus Chloropipo.,"","","","","",""
10561,species,White-crowned Manakin,Manakin à tête blanche,Passeriformes,Pipridae,,Dixiphia,Dixiphia pipra,Formerly placed in the genus Pipra.,"","","","","",""
10581,species,Red-capped Manakin,Manakin à cuisses jaunes,Passeriformes,Pipridae,,Ceratopipra,Ceratopipra mentalis,Formerly placed in the genus Pipra.,"","","","","",""
10591,species,Golden-headed Manakin,Manakin à tête d'or,Passeriformes,Pipridae,,Ceratopipra,Ceratopipra erythrocephala,Formerly placed in the genus Pipra.,"","","","","",""
1213,species,White-collared Manakin,Manakin à col blanc,Passeriformes,Pipridae,,Manacus,Manacus candei,Monotypic.,"","","","","",""
1214,species,Orange-collared Manakin,Manakin à col orange,Passeriformes,Pipridae,,Manacus,Manacus aurantiacus,"","","","","","",""
1215,species,Golden-collared Manakin,Manakin à col d'or,Passeriformes,Pipridae,,Manacus,Manacus vitellinus,"","","","","","",""
10061,species,Blue-crowned Manakin,Manakin à tête bleue,Passeriformes,Pipridae,,Lepidothrix,Lepidothrix coronata,"","","","","","",""
1223,species,Sharpbill,Oxyrhynque huppé,Passeriformes,Oxyruncidae,,Oxyruncus,Oxyruncus cristatus,"","","","","","",""
1229,species,Brown Shrike,Pie-grièche brune,Passeriformes,Laniidae,,Lanius,Lanius cristatus,"",A,"","","","",""
1230,species,Loggerhead Shrike,Pie-grièche migratrice,Passeriformes,Laniidae,,Lanius,Lanius ludovicianus,"","","","","","",""
1231,species,Northern Shrike,Pie-grièche grise,Passeriformes,Laniidae,,Lanius,Lanius excubitor,"","","","","","",""
1232,species,Slaty Vireo,Viréo ardoisé,Passeriformes,Vireonidae,,Vireo,Vireo brevipennis,"","","","","","",""
1233,species,White-eyed Vireo,Viréo aux yeux blancs,Passeriformes,Vireonidae,,Vireo,Vireo griseus,"","","","","","",""
1234,species,Thick-billed Vireo,Viréo à bec fort,Passeriformes,Vireonidae,,Vireo,Vireo crassirostris,"","","","","","",""
1235,species,Mangrove Vireo,Viréo des mangroves,Passeriformes,Vireonidae,,Vireo,Vireo pallens,"","","","","","",""
1236,species,Cozumel Vireo,Viréo de Cozumel,Passeriformes,Vireonidae,,Vireo,Vireo bairdi,Monotypic.,"","","","","",""
1237,species,San Andres Vireo,Viréo de San Andrés,Passeriformes,Vireonidae,,Vireo,Vireo caribaeus,Monotypic.,"","","","","",""
1238,species,Jamaican Vireo,Viréo de la Jamaïque,Passeriformes,Vireonidae,,Vireo,Vireo modestus,Monotypic.,"","","","","",""
1239,species,Cuban Vireo,Viréo de Cuba,Passeriformes,Vireonidae,,Vireo,Vireo gundlachii,Monotypic.,"","","","","",""
1240,species,Puerto Rican Vireo,Viréo de Porto Rico,Passeriformes,Vireonidae,,Vireo,Vireo latimeri,Monotypic.,"","","","","",""
1241,species,Flat-billed Vireo,Viréo d'Hispaniola,Passeriformes,Vireonidae,,Vireo,Vireo nanus,Monotypic.,"","","","","",""
1242,species,Bell's Vireo,Viréo de Bell,Passeriformes,Vireonidae,,Vireo,Vireo bellii,"","","","","","",""
1243,species,Black-capped Vireo,Viréo à tête noire,Passeriformes,Vireonidae,,Vireo,Vireo atricapilla,Monotypic.,"","","","","",""
1244,species,Dwarf Vireo,Viréo nain,Passeriformes,Vireonidae,,Vireo,Vireo nelsoni,Monotypic.,"","","","","",""
1245,species,Gray Vireo,Viréo gris,Passeriformes,Vireonidae,,Vireo,Vireo vicinior,Monotypic.,"","","","","",""
1246,species,Blue Mountain Vireo,Viréo d'Osburn,Passeriformes,Vireonidae,,Vireo,Vireo osburni,Monotypic.,"","","","","",""
1247,species,Yellow-throated Vireo,Viréo à gorge jaune,Passeriformes,Vireonidae,,Vireo,Vireo flavifrons,Monotypic.,"","","","","",""
1248,species,Plumbeous Vireo,Viréo plombé,Passeriformes,Vireonidae,,Vireo,Vireo plumbeus,"","","","","","",""
1249,species,Cassin's Vireo,Viréo de Cassin,Passeriformes,Vireonidae,,Vireo,Vireo cassinii,"","","","","","",""
1250,species,Blue-headed Vireo,Viréo à tête bleue,Passeriformes,Vireonidae,,Vireo,Vireo solitarius,"","","","","","",""
1251,species,Yellow-winged Vireo,Viréo à ailes jaunes,Passeriformes,Vireonidae,,Vireo,Vireo carmioli,Monotypic.,"","","","","",""
1252,species,Hutton's Vireo,Viréo de Hutton,Passeriformes,Vireonidae,,Vireo,Vireo huttoni,"","","","","","",""
1253,species,Golden Vireo,Viréo doré,Passeriformes,Vireonidae,,Vireo,Vireo hypochryseus,"","","","","","",""
1254,species,Warbling Vireo,Viréo mélodieux,Passeriformes,Vireonidae,,Vireo,Vireo gilvus,"","","","","","",""
1255,species,Brown-capped Vireo,Viréo à calotte brune,Passeriformes,Vireonidae,,Vireo,Vireo leucophrys,"","","","","","",""
1256,species,Philadelphia Vireo,Viréo de Philadelphie,Passeriformes,Vireonidae,,Vireo,Vireo philadelphicus,Monotypic.,"","","","","",""
1257,species,Red-eyed Vireo,Viréo aux yeux rouges,Passeriformes,Vireonidae,,Vireo,Vireo olivaceus,"","","","","","",""
1258,species,Yellow-green Vireo,Viréo jaune-verdâtre,Passeriformes,Vireonidae,,Vireo,Vireo flavoviridis,"","","","","","",""
1259,species,Black-whiskered Vireo,Viréo à moustaches,Passeriformes,Vireonidae,,Vireo,Vireo altiloquus,"","","","","","",""
1260,species,Yucatan Vireo,Viréo du Yucatan,Passeriformes,Vireonidae,,Vireo,Vireo magister,"","","","","","",""
1261,species,Scrub Greenlet,Viréon à pattes claires,Passeriformes,Vireonidae,,Hylophilus,Hylophilus flavipes,"","","","","","",""
1262,species,Tawny-crowned Greenlet,Viréon à calotte rousse,Passeriformes,Vireonidae,,Hylophilus,Hylophilus ochraceiceps,"","","","","","",""
1263,species,Golden-fronted Greenlet,Viréon à front d'or,Passeriformes,Vireonidae,,Hylophilus,Hylophilus aurantiifrons,"","","","","","",""
1264,species,Lesser Greenlet,Viréon menu,Passeriformes,Vireonidae,,Hylophilus,Hylophilus decurtatus,"","","","","","",""
1265,species,Chestnut-sided Shrike-Vireo,Smaragdan ceinturé,Passeriformes,Vireonidae,,Vireolanius,Vireolanius melitophrys,"","","","","","",""
1266,species,Green Shrike-Vireo,Smaragdan émeraude,Passeriformes,Vireonidae,,Vireolanius,Vireolanius pulchellus,"","","","","","",""
1267,species,Yellow-browed Shrike-Vireo,Smaragdan à sourcils jaunes,Passeriformes,Vireonidae,,Vireolanius,Vireolanius eximius,"","","","","","",""
1268,species,Rufous-browed Peppershrike,Sourciroux mélodieux,Passeriformes,Vireonidae,,Cyclarhis,Cyclarhis gujanensis,"","","","","","",""
1978,species,Gray Jay,Mésangeai du Canada,Passeriformes,Corvidae,,Perisoreus,Perisoreus canadensis,"","","","","","",""
1285,species,White-throated Jay,Geai masqué,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca mirabilis,Monotypic.,"","","","","",""
1283,species,Dwarf Jay,Geai nain,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca nana,Monotypic.,"","","","","",""
1282,species,Black-throated Jay,Geai à gorge noire,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca pumilo,Monotypic.,"","","","","",""
1284,species,Silvery-throated Jay,Geai à gorge argentée,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca argentigula,"","","","","","",""
1281,species,Azure-hooded Jay,Geai couronné,Passeriformes,Corvidae,,Cyanolyca,Cyanolyca cucullata,"","","","","","",""
1271,species,Black-throated Magpie-Jay,Geai à face noire,Passeriformes,Corvidae,,Calocitta,Calocitta colliei,Monotypic.,"","","","","",""
1272,species,White-throated Magpie-Jay,Geai à face blanche,Passeriformes,Corvidae,,Calocitta,Calocitta formosa,"","","","","","",""
1276,species,Brown Jay,Geai enfumé,Passeriformes,Corvidae,,Psilorhinus,Psilorhinus morio,"","","","","","",""
1273,species,Tufted Jay,Geai panaché,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax dickeyi,Monotypic.,"","","","","",""
1274,species,Black-chested Jay,Geai à poitrine noire,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax affinis,"","","","","","",""
1275,species,Green Jay,Geai vert,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax yncas,"","","","","","",""
1277,species,Bushy-crested Jay,Geai houppé,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax melanocyaneus,"","","","","","",""
1278,species,San Blas Jay,Geai de San Blas,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax sanblasianus,"","","","","","",""
1279,species,Yucatan Jay,Geai du Yucatan,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax yucatanicus,"","","","","","",""
1280,species,Purplish-backed Jay,Geai à dos violet,Passeriformes,Corvidae,,Cyanocorax,Cyanocorax beecheii,Monotypic.,"","","","","",""
1291,species,Pinyon Jay,Geai des pinèdes,Passeriformes,Corvidae,,Gymnorhinus,Gymnorhinus cyanocephalus,Monotypic.,"","","","","",""
1269,species,Steller's Jay,Geai de Steller,Passeriformes,Corvidae,,Cyanocitta,Cyanocitta stelleri,"","","","","","",""
1270,species,Blue Jay,Geai bleu,Passeriformes,Corvidae,,Cyanocitta,Cyanocitta cristata,"","","","","","",""
1286,species,Florida Scrub-Jay,Geai à gorge blanche,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma coerulescens,Monotypic.,"","","","","",""
1287,species,Island Scrub-Jay,Geai de Santa Cruz,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma insularis,Monotypic.,"","","","","",""
1288,species,Western Scrub-Jay,Geai buissonnier,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma californica,"","","","","","",""
1289,species,Transvolcanic Jay,Geai des volcans,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma ultramarina,"","","","","","",""
2078,species,Mexican Jay,Geai du Mexique,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma wollweberi,"","","","","","",""
1290,species,Unicolored Jay,Geai unicolore,Passeriformes,Corvidae,,Aphelocoma,Aphelocoma unicolor,"","","","","","",""
1292,species,Clark's Nutcracker,Cassenoix d'Amérique,Passeriformes,Corvidae,,Nucifraga,Nucifraga columbiana,Monotypic.,"","","","","",""
1293,species,Black-billed Magpie,Pie d'Amérique,Passeriformes,Corvidae,,Pica,Pica hudsonia,"","","","","","",""
1294,species,Yellow-billed Magpie,Pie à bec jaune,Passeriformes,Corvidae,,Pica,Pica nuttalli,Monotypic.,"","","","","",""
1295,species,Eurasian Jackdaw,Choucas des tours,Passeriformes,Corvidae,,Corvus,Corvus monedula,"",A,"","","","",""
1296,species,American Crow,Corneille d'Amérique,Passeriformes,Corvidae,,Corvus,Corvus brachyrhynchos,"","","","","","",""
1297,species,Northwestern Crow,Corneille d'Alaska,Passeriformes,Corvidae,,Corvus,Corvus caurinus,Monotypic.,"","","","","",""
1298,species,Palm Crow,Corneille palmiste,Passeriformes,Corvidae,,Corvus,Corvus palmarum,"","","","","","",""
1299,species,Cuban Crow,Corneille de Cuba,Passeriformes,Corvidae,,Corvus,Corvus nasicus,Monotypic.,"","","","","",""
1300,species,White-necked Crow,Corneille d'Hispaniola,Passeriformes,Corvidae,,Corvus,Corvus leucognaphalus,Monotypic.,"","","","","",""
1301,species,Jamaican Crow,Corneille de la Jamaïque,Passeriformes,Corvidae,,Corvus,Corvus jamaicensis,Monotypic.,"","","","","",""
1302,species,Tamaulipas Crow,Corneille du Mexique,Passeriformes,Corvidae,,Corvus,Corvus imparatus,Monotypic.,"","","","","",""
1303,species,Sinaloa Crow,Corneille du Sinaloa,Passeriformes,Corvidae,,Corvus,Corvus sinaloae,Monotypic.,"","","","","",""
1304,species,Fish Crow,Corneille de rivage,Passeriformes,Corvidae,,Corvus,Corvus ossifragus,Monotypic. ,"","","","","",""
1305,species,Hawaiian Crow,Corneille d'Hawaï,Passeriformes,Corvidae,,Corvus,Corvus hawaiiensis,Monotypic. ,"",H,"","","",""
1306,species,Chihuahuan Raven,Corbeau à cou blanc,Passeriformes,Corvidae,,Corvus,Corvus cryptoleucus,Monotypic.,"","","","","",""
1307,species,Common Raven,Grand Corbeau,Passeriformes,Corvidae,,Corvus,Corvus corax,"","","","","","",""
2063,species,Kauai Elepaio,Monarque de Kauai,Passeriformes,Monarchidae,,Chasiempis,Chasiempis sclateri,Monotypic.,"",H,"","","",""
2064,species,Oahu Elepaio,Monarque d'Oahu,Passeriformes,Monarchidae,,Chasiempis,Chasiempis ibidis,"","",H,"","","",""
1308,species,Hawaii Elepaio,Monarque d'Hawaï,Passeriformes,Monarchidae,,Chasiempis,Chasiempis sandwichensis,"","",H,"","","",""
1309,species,Sky Lark,Alouette des champs,Passeriformes,Alaudidae,,Alauda,Alauda arvensis,"","","","","","",""
1310,species,Horned Lark,Alouette hausse-col,Passeriformes,Alaudidae,,Eremophila,Eremophila alpestris,"","","","","","",""
1311,species,Purple Martin,Hirondelle noire,Passeriformes,Hirundinidae,Hirundininae,Progne,Progne subis,"","","","","","",""
1312,species,Cuban Martin,Hirondelle de Cuba,Passeriformes,Hirundinidae,Hirundininae,Progne,Progne cryptoleuca,Monotypic.,"","","","","",""
1313,species,Caribbean Martin,Hirondelle à ventre blanc,Passeriformes,Hirundinidae,Hirundininae,Progne,Progne dominicensis,Monotypic.,"","","","","",""
1314,species,Sinaloa Martin,Hirondelle du Sinaloa,Passeriformes,Hirundinidae,Hirundininae,Progne,Progne sinaloae,Monotypic.,"","","","","",""
1315,species,Gray-breasted Martin,Hirondelle chalybée,Passeriformes,Hirundinidae,Hirundininae,Progne,Progne chalybea,"","","","","","",""
1316,species,Southern Martin,Hirondelle gracieuse,Passeriformes,Hirundinidae,Hirundininae,Progne,Progne elegans,Monotypic.,"","","","","",""
1317,species,Brown-chested Martin,Hirondelle tapère,Passeriformes,Hirundinidae,Hirundininae,Progne,Progne tapera,"","","","","","",""
1318,species,Tree Swallow,Hirondelle bicolore,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta bicolor,Monotypic.,"","","","","",""
1319,species,Mangrove Swallow,Hirondelle des mangroves,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta albilinea,Monotypic.,"","","","","",""
1320,species,Golden Swallow,Hirondelle dorée,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta euchrysea,"","","","","","",""
1321,species,Violet-green Swallow,Hirondelle à face blanche,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta thalassina,"","","","","","",""
1322,species,Bahama Swallow,Hirondelle des Bahamas,Passeriformes,Hirundinidae,Hirundininae,Tachycineta,Tachycineta cyaneoviridis,Monotypic.,"","","","","",""
1323,species,Blue-and-white Swallow,Hirondelle bleu et blanc,Passeriformes,Hirundinidae,Hirundininae,Pygochelidon,Pygochelidon cyanoleuca,Monotypic.,"","","","","",""
1324,species,Black-capped Swallow,Hirondelle à tête noire,Passeriformes,Hirundinidae,Hirundininae,Notiochelidon,Notiochelidon pileata,Monotypic.,"","","","","",""
1325,species,White-thighed Swallow,Hirondelle à cuisses blanches,Passeriformes,Hirundinidae,Hirundininae,Neochelidon,Neochelidon tibialis,"","","","","","",""
1326,species,Northern Rough-winged Swallow,Hirondelle à ailes hérissées,Passeriformes,Hirundinidae,Hirundininae,Stelgidopteryx,Stelgidopteryx serripennis,"","","","","","",""
1327,species,Southern Rough-winged Swallow,Hirondelle à gorge rousse,Passeriformes,Hirundinidae,Hirundininae,Stelgidopteryx,Stelgidopteryx ruficollis,"","","","","","",""
1328,species,Bank Swallow,Hirondelle de rivage,Passeriformes,Hirundinidae,Hirundininae,Riparia,Riparia riparia,"","","","","","",""
1329,species,Cliff Swallow,Hirondelle à front blanc,Passeriformes,Hirundinidae,Hirundininae,Petrochelidon,Petrochelidon pyrrhonota,"","","","","","",""
1330,species,Cave Swallow,Hirondelle à front brun,Passeriformes,Hirundinidae,Hirundininae,Petrochelidon,Petrochelidon fulva,"","","","","","",""
1331,species,Barn Swallow,Hirondelle rustique,Passeriformes,Hirundinidae,Hirundininae,Hirundo,Hirundo rustica,"","","","","","",""
1332,species,Common House-Martin,Hirondelle de fenêtre,Passeriformes,Hirundinidae,Hirundininae,Delichon,Delichon urbicum,"",A,"","","","",""
1333,species,Carolina Chickadee,Mésange de Caroline,Passeriformes,Paridae,,Poecile,Poecile carolinensis,"","","","","","",""
1334,species,Black-capped Chickadee,Mésange à tête noire,Passeriformes,Paridae,,Poecile,Poecile atricapillus,"","","","","","",""
1335,species,Mountain Chickadee,Mésange de Gambel,Passeriformes,Paridae,,Poecile,Poecile gambeli,"","","","","","",""
1336,species,Mexican Chickadee,Mésange grise,Passeriformes,Paridae,,Poecile,Poecile sclateri,"","","","","","",""
1337,species,Chestnut-backed Chickadee,Mésange à dos marron,Passeriformes,Paridae,,Poecile,Poecile rufescens,"","","","","","",""
1338,species,Boreal Chickadee,Mésange à tête brune,Passeriformes,Paridae,,Poecile,Poecile hudsonicus,"","","","","","",""
1339,species,Gray-headed Chickadee,Mésange lapone,Passeriformes,Paridae,,Poecile,Poecile cinctus,"","","","","","",""
1340,species,Bridled Titmouse,Mésange arlequin,Passeriformes,Paridae,,Baeolophus,Baeolophus wollweberi,"","","","","","",""
1341,species,Oak Titmouse,Mésange unicolore,Passeriformes,Paridae,,Baeolophus,Baeolophus inornatus,"","","","","","",""
1342,species,Juniper Titmouse,Mésange des genévriers,Passeriformes,Paridae,,Baeolophus,Baeolophus ridgwayi,"","","","","","",""
1343,species,Tufted Titmouse,Mésange bicolore,Passeriformes,Paridae,,Baeolophus,Baeolophus bicolor,"","","","","","",""
1344,species,Black-crested Titmouse,Mésange à plumet noir,Passeriformes,Paridae,,Baeolophus,Baeolophus atricristatus,"","","","","","",""
1345,species,Verdin,Auripare verdin,Passeriformes,Remizidae,,Auriparus,Auriparus flaviceps,"","","","","","",""
1346,species,Bushtit,Mésange buissonnière,Passeriformes,Aegithalidae,,Psaltriparus,Psaltriparus minimus,"","","","","","",""
1347,species,Red-breasted Nuthatch,Sittelle à poitrine rousse,Passeriformes,Sittidae,Sittinae,Sitta,Sitta canadensis,Monotypic.,"","","","","",""
1348,species,White-breasted Nuthatch,Sittelle à poitrine blanche,Passeriformes,Sittidae,Sittinae,Sitta,Sitta carolinensis,"","","","","","",""
1349,species,Pygmy Nuthatch,Sittelle pygmée,Passeriformes,Sittidae,Sittinae,Sitta,Sitta pygmaea,"","","","","","",""
1350,species,Brown-headed Nuthatch,Sittelle à tête brune,Passeriformes,Sittidae,Sittinae,Sitta,Sitta pusilla,"","","","","","",""
1351,species,Brown Creeper,Grimpereau brun,Passeriformes,Certhiidae,Certhiinae,Certhia,Certhia americana,"","","","","","",""
1362,species,Rock Wren,Troglodyte des rochers,Passeriformes,Troglodytidae,,Salpinctes,Salpinctes obsoletus,"","","","","","",""
1396,species,Nightingale Wren,Troglodyte philomèle,Passeriformes,Troglodytidae,,Microcerculus,Microcerculus philomela,Monotypic.,"","","","","",""
1397,species,Scaly-breasted Wren,Troglodyte siffleur,Passeriformes,Troglodytidae,,Microcerculus,Microcerculus marginatus,"","","","","","",""
1363,species,Canyon Wren,Troglodyte des canyons,Passeriformes,Troglodytidae,,Catherpes,Catherpes mexicanus,"","","","","","",""
1364,species,Sumichrast's Wren,Troglodyte à bec fin,Passeriformes,Troglodytidae,,Hylorchilus,Hylorchilus sumichrasti,Monotypic.,"","","","","",""
1365,species,Nava's Wren,Troglodyte de Nava,Passeriformes,Troglodytidae,,Hylorchilus,Hylorchilus navai,Monotypic.,"","","","","",""
1383,species,Zapata Wren,Troglodyte de Zapata,Passeriformes,Troglodytidae,,Ferminia,Ferminia cerverai,Monotypic.,"","","","","",""
